Ubicacion,Tipo_Propiedad,Consumo_Enero,Consumo_Febrero,Consumo_Marzo,Consumo_Abril,Consumo_Mayo,Consumo_Junio,Pago_Enero,Pago_Febrero,Pago_Marzo,Pago_Abril,Pago_Mayo,Pago_Junio,Facturas_Atrasadas,Inspecciones,Reclamos
0,0,5056,4152,2570,3724,4504,1633,707,84,581,28,359,8,521,36,630,56,228,62,1,3,0
2,1,5486,511,4085,4216,596,4322,768,04,71,54,571,9,590,24,83,44,605,08,3,1,3
3,1,4338,4652,1305,5207,1505,1594,607,32,651,28,182,7,728,98,210,7,223,16,4,4,3
0,1,4841,4235,4964,3131,2485,5410,677,74,592,9,694,96,438,34,347,9,757,4,0,1,2
3,0,2148,1463,3115,4064,2258,5309,300,72,204,82,436,1,568,96,316,12,743,26,3,1,1
0,0,3049,3877,2689,2986,2976,3970,426,86,542,78,376,46,418,04,416,64,555,8,3,0,3
2,1,4717,1654,4532,4634,4682,3642,660,38,231,56,634,48,648,76,655,48,509,88,0,0,4
0,0,4501,2846,5031,1034,1902,1828,630,14,398,44,704,34,144,76,266,28,255,92,2,1,1
0,0,4360,4814,4264,4032,4535,3849,610,4,673,96,596,96,564,48,634,9,538,86,1,3,3
0,1,3816,3363,5077,2847,3544,2833,534,24,470,82,710,78,398,58,496,16,396,62,1,4,1
2,0,1924,2509,5220,1545,2218,3753,269,36,351,26,730,8,216,3,310,52,525,42,2,4,0
3,0,615,1038,1517,3463,4664,2392,86,1,145,32,212,38,484,82,652,96,334,88,0,1,2
0,1,2488,4830,2045,4991,3175,4889,348,32,676,2,286,3,698,74,444,5,684,46,4,3,2
1,0,2867,1288,4454,4628,3165,1558,401,38,180,32,623,56,647,92,443,1,218,12,0,0,4
1,0,3160,4223,3845,3973,2870,1762,442,4,591,22,538,3,556,22,401,8,246,68,2,0,2
2,1,3021,1306,1376,3594,3609,4898,422,94,182,84,192,64,503,16,505,26,685,72,2,4,2
3,0,733,2973,587,1886,671,678,102,62,416,22,82,18,264,04,93,94,94,92,1,1,4
1,1,1454,2772,3812,1360,1905,2290,203,56,388,08,533,68,190,4,266,7,320,6,4,3,3
3,0,2276,4294,5284,3075,1302,4154,318,64,601,16,739,76,430,5,182,28,581,56,1,0,0
3,1,4057,1166,2888,2447,4288,3469,567,98,163,24,404,32,342,58,600,32,485,66,3,0,0
2,1,4439,4482,2776,707,2913,1895,621,46,627,48,388,64,98,98,407,82,265,3,4,4,4
3,0,2122,4174,4156,2556,2814,5215,297,08,584,36,581,84,357,84,393,96,730,1,1,0,4
2,0,1402,2334,2179,3221,2142,5054,196,28,326,76,305,06,450,94,299,88,707,56,4,2,4
3,1,2777,2783,5131,2047,2025,523,388,78,389,62,718,34,286,58,283,5,73,22,4,4,1
0,0,2668,3217,4859,1382,3712,2278,373,52,450,38,680,26,193,48,519,68,318,92,4,3,2
3,0,2487,4241,2679,4957,4198,2071,348,18,593,74,375,06,693,98,587,72,289,94,1,0,1
1,0,1387,3609,3878,2608,1934,4281,194,18,505,26,542,92,365,12,270,76,599,34,4,2,2
1,1,514,3612,4376,2790,4939,3544,71,96,505,68,612,64,390,6,691,46,496,16,1,4,1
2,0,955,4421,1633,527,1704,4788,133,7,618,94,228,62,73,78,238,56,670,32,3,4,1
1,0,4870,2457,5251,860,5092,710,681,8,343,98,735,14,120,4,712,88,99,4,4,0,0
2,0,1077,3497,656,4537,4529,2271,150,78,489,58,91,84,635,18,634,06,317,94,0,0,2
3,1,1478,1936,3930,4341,4514,1380,206,92,271,04,550,2,607,74,631,96,193,2,0,2,4
3,1,1447,1834,4011,2204,2320,541,202,58,256,76,561,54,308,56,324,8,75,74,1,0,1
2,1,4931,3763,2202,589,2933,945,690,34,526,82,308,28,82,46,410,62,132,3,4,4,3
1,1,681,3023,867,2034,4766,5408,95,34,423,22,121,38,284,76,667,24,757,12,0,3,2
1,0,4870,1231,5216,4651,5184,3683,681,8,172,34,730,24,651,14,725,76,515,62,4,0,2
1,1,3047,5386,5126,4742,3057,4553,426,58,754,04,717,64,663,88,427,98,637,42,4,2,0
0,1,4278,2001,5231,784,1743,2425,598,92,280,14,732,34,109,76,244,02,339,5,0,4,4
3,0,2873,3826,2077,3928,4068,4392,402,22,535,64,290,78,549,92,569,52,614,88,4,1,3
2,1,4535,4060,4379,4673,1282,2251,634,9,568,4,613,06,654,22,179,48,315,14,3,4,3
3,0,997,1842,4937,5122,1650,4876,139,58,257,88,691,18,717,08,231,682,64,0,3,2
1,1,1661,1692,2965,4477,2799,2288,232,54,236,88,415,1,626,78,391,86,320,32,4,0,2
2,1,2365,5106,989,2445,1928,4947,331,1,714,84,138,46,342,3,269,92,692,58,2,0,2
0,1,3065,658,2311,2453,2883,1184,429,1,92,12,323,54,343,42,403,62,165,76,3,4,4
1,0,1418,3499,3727,2532,4145,5071,198,52,489,86,521,78,354,48,580,3,709,94,1,0,4
1,1,777,5178,3185,3942,2662,1405,108,78,724,92,445,9,551,88,372,68,196,7,0,2,1
3,1,1179,1672,4608,3691,3667,839,165,06,234,08,645,12,516,74,513,38,117,46,4,1,2
0,1,2753,4155,988,4924,4007,1064,385,42,581,7,138,32,689,36,560,98,148,96,0,0,3
2,1,4951,562,3290,949,1360,2575,693,14,78,68,460,6,132,86,190,4,360,5,2,4,0
3,0,4538,5048,3507,2323,4009,1731,635,32,706,72,490,98,325,22,561,26,242,34,4,4,1
0,1,2412,1934,1025,1129,1394,1186,337,68,270,76,143,5,158,06,195,16,166,04,2,4,0
3,0,4400,4677,3551,2768,2986,4955,616,654,78,497,14,387,52,418,04,693,7,1,4,0
1,1,5306,4367,2020,4049,1995,5360,742,84,611,38,282,8,566,86,279,3,750,4,1,1,4
2,0,3487,3959,1182,5483,5357,660,488,18,554,26,165,48,767,62,749,98,92,4,2,2,4
2,1,3642,1725,1600,4925,4320,5291,509,88,241,5,224,689,5,604,8,740,74,0,2,4
1,1,3989,1497,2229,3108,1749,5246,558,46,209,58,312,06,435,12,244,86,734,44,2,0,4
2,1,3087,4723,2801,4949,2993,5365,432,18,661,22,392,14,692,86,419,02,751,1,3,3,4
1,0,2732,4285,3637,4167,705,4346,382,48,599,9,509,18,583,38,98,7,608,44,0,0,4
3,1,4949,3146,4206,3137,1759,1322,692,86,440,44,588,84,439,18,246,26,185,08,0,3,3
0,0,1406,2105,4980,1636,1057,3591,196,84,294,7,697,2,229,04,147,98,502,74,2,3,4
1,1,4609,924,2752,4935,3001,2725,645,26,129,36,385,28,690,9,420,14,381,5,3,2,0
3,0,1672,1385,2551,3580,2343,3421,234,08,193,9,357,14,501,2,328,02,478,94,0,3,4
0,1,2356,830,1522,1329,4044,1249,329,84,116,2,213,08,186,06,566,16,174,86,4,4,4
1,0,3833,2277,4883,1332,5214,5403,536,62,318,78,683,62,186,48,729,96,756,42,3,0,0
2,1,2098,3442,2952,3536,2142,2352,293,72,481,88,413,28,495,04,299,88,329,28,0,1,1
3,1,2728,735,3919,5301,5066,3903,381,92,102,9,548,66,742,14,709,24,546,42,0,1,1
2,1,5351,1748,3600,690,1785,1601,749,14,244,72,504,96,6,249,9,224,14,3,1,1
1,1,2947,3718,2600,4004,3202,3339,412,58,520,52,364,560,56,448,28,467,46,0,1,4
3,1,5095,4678,1799,4846,942,2766,713,3,654,92,251,86,678,44,131,88,387,24,2,0,0
0,0,3153,4430,2030,4127,5216,4405,441,42,620,2,284,2,577,78,730,24,616,7,3,2,4
1,0,4257,5063,1715,792,2549,1171,595,98,708,82,240,1,110,88,356,86,163,94,1,2,2
3,1,3235,4982,2216,3873,2209,2652,452,9,697,48,310,24,542,22,309,26,371,28,2,4,4
0,0,3358,4157,2806,1923,1659,4614,470,12,581,98,392,84,269,22,232,26,645,96,1,4,0
2,1,4555,2985,2248,5435,2112,3737,637,7,417,9,314,72,760,9,295,68,523,18,4,3,0
1,1,1781,4094,4420,3512,829,2146,249,34,573,16,618,8,491,68,116,06,300,44,4,0,3
0,0,4818,5030,2737,1718,1845,3041,674,52,704,2,383,18,240,52,258,3,425,74,0,4,4
0,0,1229,2956,4587,547,4002,5334,172,06,413,84,642,18,76,58,560,28,746,76,3,2,2
1,0,3076,1667,4480,1620,2543,519,430,64,233,38,627,2,226,8,356,02,72,66,0,1,0
1,1,3483,5151,2890,564,1753,748,487,62,721,14,404,6,78,96,245,42,104,72,2,2,1
3,0,5081,1448,1482,4073,1380,602,711,34,202,72,207,48,570,22,193,2,84,28,1,0,1
2,1,3710,3162,3767,2255,2452,2650,519,4,442,68,527,38,315,7,343,28,371,0,0,1
2,0,2175,1817,1502,939,545,3073,304,5,254,38,210,28,131,46,76,3,430,22,0,3,0
2,1,4068,4426,803,5125,2447,1437,569,52,619,64,112,42,717,5,342,58,201,18,1,3,2
0,1,3010,1382,1371,3528,529,2736,421,4,193,48,191,94,493,92,74,06,383,04,2,2,1
1,0,4580,5096,3648,3004,2655,3664,641,2,713,44,510,72,420,56,371,7,512,96,3,4,1
3,1,520,4244,2754,3629,1007,4767,72,8,594,16,385,56,508,06,140,98,667,38,3,4,1
3,1,4008,1368,2071,3583,5038,3545,561,12,191,52,289,94,501,62,705,32,496,3,2,2,0
1,1,3509,4051,4106,4788,663,2392,491,26,567,14,574,84,670,32,92,82,334,88,4,1,3
1,0,1362,3651,4423,4785,2482,1140,190,68,511,14,619,22,669,9,347,48,159,6,2,2,3
2,1,3673,3537,2293,4408,1156,4544,514,22,495,18,321,02,617,12,161,84,636,16,4,4,2
3,1,654,720,5296,1213,2987,2883,91,56,100,8,741,44,169,82,418,18,403,62,1,0,1
0,0,1577,3959,4011,2879,1485,2154,220,78,554,26,561,54,403,06,207,9,301,56,3,3,2
2,1,4369,1518,4635,4251,3021,1394,611,66,212,52,648,9,595,14,422,94,195,16,2,2,0
2,0,3103,2646,4333,3864,5192,2657,434,42,370,44,606,62,540,96,726,88,371,98,0,3,1
3,1,2781,2221,5233,5012,4236,1831,389,34,310,94,732,62,701,68,593,04,256,34,4,0,2
3,0,5232,2567,3831,1141,958,979,732,48,359,38,536,34,159,74,134,12,137,06,1,1,2
0,0,4618,2691,4516,3016,4714,4634,646,52,376,74,632,24,422,24,659,96,648,76,4,0,2
3,1,4719,1692,3995,4091,3588,3969,660,66,236,88,559,3,572,74,502,32,555,66,3,0,3
1,0,3946,1299,539,2607,1332,3852,552,44,181,86,75,46,364,98,186,48,539,28,0,2,4
2,1,3929,2830,4156,2213,4807,3988,550,06,396,2,581,84,309,82,672,98,558,32,4,2,1
2,1,1144,1078,5437,3111,4387,1653,160,16,150,92,761,18,435,54,614,18,231,42,4,4,4
2,1,673,3582,2770,5261,4030,2789,94,22,501,48,387,8,736,54,564,2,390,46,4,4,2
2,1,4332,4111,3324,1124,1919,2609,606,48,575,54,465,36,157,36,268,66,365,26,3,4,2
3,1,5267,5485,1177,1216,2866,833,737,38,767,9,164,78,170,24,401,24,116,62,4,3,4
1,1,1997,5294,1679,4707,5225,4524,279,58,741,16,235,06,658,98,731,5,633,36,1,0,1
2,1,2705,5067,1807,2304,691,5283,378,7,709,38,252,98,322,56,96,74,739,62,2,3,4
2,0,2964,1961,5441,2623,4243,1460,414,96,274,54,761,74,367,22,594,02,204,4,4,1,1
2,1,4483,3618,5124,2573,5463,2920,627,62,506,52,717,36,360,22,764,82,408,8,4,4,2
0,0,4619,2718,1500,3038,4982,3517,646,66,380,52,210,425,32,697,48,492,38,4,1,1
3,0,4714,3289,803,1970,2158,4958,659,96,460,46,112,42,275,8,302,12,694,12,4,4,0
1,0,4279,4390,4861,1371,3203,5217,599,06,614,6,680,54,191,94,448,42,730,38,3,3,0
3,1,3145,3990,1816,2341,4425,720,440,3,558,6,254,24,327,74,619,5,100,8,4,1,1
3,1,672,546,2953,4289,3352,5260,94,08,76,44,413,42,600,46,469,28,736,4,3,3,3
2,0,1073,3449,5150,2383,744,4078,150,22,482,86,721,333,62,104,16,570,92,3,0,2
1,0,3171,1534,5424,5148,2221,2918,443,94,214,76,759,36,720,72,310,94,408,52,0,0,1
0,1,3228,1804,3992,5453,1884,5316,451,92,252,56,558,88,763,42,263,76,744,24,4,2,0
3,0,4882,3052,1349,5039,2039,1594,683,48,427,28,188,86,705,46,285,46,223,16,2,2,4
1,1,4890,3762,3701,3164,964,4441,684,6,526,68,518,14,442,96,134,96,621,74,3,0,1
1,1,1200,4055,5486,5285,1937,4193,168,567,7,768,04,739,9,271,18,587,02,3,4,0
0,0,3443,4598,2300,634,1783,1907,482,02,643,72,322,88,76,249,62,266,98,0,0,1
3,0,2002,2377,3387,4241,3649,2425,280,28,332,78,474,18,593,74,510,86,339,5,3,3,2
2,0,3688,4152,2439,3738,2658,3393,516,32,581,28,341,46,523,32,372,12,475,02,3,4,3
2,1,5218,4933,747,1674,5187,4673,730,52,690,62,104,58,234,36,726,18,654,22,4,1,2
0,0,3085,5071,3798,3034,2724,2376,431,9,709,94,531,72,424,76,381,36,332,64,0,4,3
3,0,1833,1582,2200,1040,2571,2316,256,62,221,48,308,145,6,359,94,324,24,1,0,4
1,0,1030,1275,1038,1883,1988,3745,144,2,178,5,145,32,263,62,278,32,524,3,0,4,0
1,0,3776,1608,664,3770,2569,4102,528,64,225,12,92,96,527,8,359,66,574,28,0,4,3
0,1,1910,1508,4918,1928,1916,1390,267,4,211,12,688,52,269,92,268,24,194,6,4,0,0
0,1,3543,1548,1700,919,4680,4587,496,02,216,72,238,128,66,655,2,642,18,4,4,4
1,1,2810,3898,3531,2847,1592,5424,393,4,545,72,494,34,398,58,222,88,759,36,3,2,1
1,0,4164,3384,5357,4510,4231,1342,582,96,473,76,749,98,631,4,592,34,187,88,2,2,0
3,0,825,973,2213,4203,1722,909,115,5,136,22,309,82,588,42,241,08,127,26,4,1,0
3,1,4330,3023,5480,4791,2134,3748,606,2,423,22,767,2,670,74,298,76,524,72,1,0,2
2,0,3149,3313,3913,1730,4228,3485,440,86,463,82,547,82,242,2,591,92,487,9,1,3,3
2,0,568,5241,5262,5123,822,4693,79,52,733,74,736,68,717,22,115,08,657,02,4,1,1
0,0,5010,675,4901,1127,2049,4338,701,4,94,5,686,14,157,78,286,86,607,32,1,1,2
2,0,5452,5144,4632,979,795,4482,763,28,720,16,648,48,137,06,111,3,627,48,1,4,0
1,1,2327,5418,1612,1617,2809,2168,325,78,758,52,225,68,226,38,393,26,303,52,4,0,3
3,1,5470,3910,821,4118,3585,2912,765,8,547,4,114,94,576,52,501,9,407,68,4,4,3
2,1,4715,1203,2615,2155,5334,4846,660,1,168,42,366,1,301,7,746,76,678,44,0,3,1
0,1,1860,5081,1474,2354,3115,784,260,4,711,34,206,36,329,56,436,1,109,76,4,3,1
1,1,3433,1992,2082,909,4541,3821,480,62,278,88,291,48,127,26,635,74,534,94,3,3,3
0,0,4846,1978,3106,4556,2860,3079,678,44,276,92,434,84,637,84,400,4,431,06,2,1,2
2,1,4628,3978,4927,2596,1989,586,647,92,556,92,689,78,363,44,278,46,82,04,3,1,3
3,0,2291,4350,2298,4037,1540,894,320,74,609,321,72,565,18,215,6,125,16,1,3,1
1,0,896,1999,952,3882,1018,2024,125,44,279,86,133,28,543,48,142,52,283,36,3,2,2
3,0,3730,1794,696,1965,1940,4256,522,2,251,16,97,44,275,1,271,6,595,84,2,2,0
2,1,4182,5161,5204,5171,2015,2830,585,48,722,54,728,56,723,94,282,1,396,2,0,4,0
1,1,1993,1998,3548,5067,811,1848,279,02,279,72,496,72,709,38,113,54,258,72,4,4,4
2,1,1472,3016,3063,5371,4301,3948,206,08,422,24,428,82,751,94,602,14,552,72,4,2,1
2,1,5439,1449,1588,4769,4659,2159,761,46,202,86,222,32,667,66,652,26,302,26,0,3,1
1,1,2524,916,4281,877,1093,2624,353,36,128,24,599,34,122,78,153,02,367,36,2,2,2
3,1,656,3394,2450,1695,2642,2424,91,84,475,16,343,237,3,369,88,339,36,3,0,4
0,0,3440,815,3419,3535,2422,4803,481,6,114,1,478,66,494,9,339,08,672,42,1,4,0
2,0,3877,5414,1590,1771,2717,588,542,78,757,96,222,6,247,94,380,38,82,32,3,0,4
0,1,4570,2250,1965,2231,5024,2861,639,8,315,275,1,312,34,703,36,400,54,1,2,2
2,1,1590,4052,3802,4253,3609,4181,222,6,567,28,532,28,595,42,505,26,585,34,3,1,1
2,1,4075,3712,2380,3406,4658,2959,570,5,519,68,333,2,476,84,652,12,414,26,0,3,1
0,0,2319,2458,2707,2062,4214,2378,324,66,344,12,378,98,288,68,589,96,332,92,0,1,4
0,1,5434,1790,3576,2470,3928,5209,760,76,250,6,500,64,345,8,549,92,729,26,4,2,2
3,1,5379,2985,3320,1303,549,3379,753,06,417,9,464,8,182,42,76,86,473,06,3,0,2
1,1,5365,4963,3069,1619,2118,3066,751,1,694,82,429,66,226,66,296,52,429,24,1,1,1
3,1,3555,4518,5120,1870,1885,5133,497,7,632,52,716,8,261,8,263,9,718,62,2,2,4
2,1,4589,5171,4281,3629,2838,3728,642,46,723,94,599,34,508,06,397,32,521,92,2,3,2
1,1,2167,5476,3492,3426,3376,562,303,38,766,64,488,88,479,64,472,64,78,68,3,0,1
1,0,5127,1494,647,2560,3434,3005,717,78,209,16,90,58,358,4,480,76,420,7,1,1,2
0,0,3602,1460,1312,5010,5261,4410,504,28,204,4,183,68,701,4,736,54,617,4,0,1,0
1,0,2911,4724,5004,1070,3494,569,407,54,661,36,700,56,149,8,489,16,79,66,3,1,4
3,0,3869,3925,4344,1780,2309,3371,541,66,549,5,608,16,249,2,323,26,471,94,4,3,2
2,0,5357,5447,2173,4715,763,4295,749,98,762,58,304,22,660,1,106,82,601,3,3,3,0
0,0,1411,4640,4989,792,1305,3189,197,54,649,6,698,46,110,88,182,7,446,46,2,4,4
0,1,4111,874,4784,555,846,5376,575,54,122,36,669,76,77,7,118,44,752,64,2,0,1
3,1,3025,3337,1332,2164,746,2084,423,5,467,18,186,48,302,96,104,44,291,76,1,4,0
1,0,2311,1822,3768,5207,1928,2903,323,54,255,08,527,52,728,98,269,92,406,42,3,3,2
2,1,5212,3174,541,1470,5042,4586,729,68,444,36,75,74,205,8,705,88,642,04,4,0,2
3,0,913,3388,3910,2123,2384,2050,127,82,474,32,547,4,297,22,333,76,287,4,4,0
2,0,4447,3604,532,4806,4904,1291,622,58,504,56,74,48,672,84,686,56,180,74,1,3,2
2,0,3985,567,3766,675,4607,2637,557,9,79,38,527,24,94,5,644,98,369,18,3,2,3
1,0,1155,2955,3174,3433,3881,5263,161,7,413,7,444,36,480,62,543,34,736,82,4,1,1
3,0,2298,4218,4012,925,2274,4344,321,72,590,52,561,68,129,5,318,36,608,16,3,1,4
1,0,2912,3377,593,5065,1020,5356,407,68,472,78,83,02,709,1,142,8,749,84,4,4,1
1,0,5259,1424,4523,2542,3439,3896,736,26,199,36,633,22,355,88,481,46,545,44,3,4,3
3,0,3365,1606,2977,1368,3999,1873,471,1,224,84,416,78,191,52,559,86,262,22,0,2,2
2,1,2547,3522,1743,2429,4860,4005,356,58,493,08,244,02,340,06,680,4,560,7,3,2,4
2,0,1012,5451,2023,744,5306,967,141,68,763,14,283,22,104,16,742,84,135,38,0,1,1
1,0,5010,710,1884,4044,846,2422,701,4,99,4,263,76,566,16,118,44,339,08,4,4,4
3,1,2051,1965,4532,3678,3906,579,287,14,275,1,634,48,514,92,546,84,81,06,0,2,2
3,1,2629,5166,2522,1447,2923,2878,368,06,723,24,353,08,202,58,409,22,402,92,3,2,0
0,1,1451,3238,1210,1605,3112,1127,203,14,453,32,169,4,224,7,435,68,157,78,4,4,0
3,1,764,623,2304,4372,1911,1879,106,96,87,22,322,56,612,08,267,54,263,06,2,4,2
0,0,3389,4836,3797,5250,2234,3699,474,46,677,04,531,58,735,312,76,517,86,0,3,2
1,1,2374,5085,5151,2426,2755,2876,332,36,711,9,721,14,339,64,385,7,402,64,3,3,4
0,1,4682,4965,2464,3836,2326,580,655,48,695,1,344,96,537,04,325,64,81,2,3,3,1
3,1,3811,4468,4212,4020,2810,784,533,54,625,52,589,68,562,8,393,4,109,76,4,0,4
1,0,1697,3309,5459,3228,5373,4430,237,58,463,26,764,26,451,92,752,22,620,2,4,1,4
0,0,5367,5342,3756,2972,3103,5446,751,38,747,88,525,84,416,08,434,42,762,44,4,3,1
3,1,4151,924,2145,1867,2757,2024,581,14,129,36,300,3,261,38,385,98,283,36,3,3,3
0,0,4646,5308,5372,5336,2500,5226,650,44,743,12,752,08,747,04,350,731,64,2,2,3
1,1,5399,2497,2937,3389,2002,4733,755,86,349,58,411,18,474,46,280,28,662,62,3,2,1
2,1,4038,2842,2835,804,4628,3596,565,32,397,88,396,9,112,56,647,92,503,44,4,1,0
2,0,4963,4710,4954,4728,3655,3090,694,82,659,4,693,56,661,92,511,7,432,6,3,0,1
3,0,4947,4903,4474,3178,3284,4719,692,58,686,42,626,36,444,92,459,76,660,66,2,0,4
0,1,3714,830,1796,3769,4119,4781,519,96,116,2,251,44,527,66,576,66,669,34,1,2,3
3,0,1245,5347,4108,2476,908,3965,174,3,748,58,575,12,346,64,127,12,555,1,2,4,0
0,1,1316,3357,2053,4560,4791,3069,184,24,469,98,287,42,638,4,670,74,429,66,4,0,0
2,0,3592,4341,2770,2754,4182,2525,502,88,607,74,387,8,385,56,585,48,353,5,3,1,3
0,0,5446,3700,2518,1097,4037,602,762,44,518,352,52,153,58,565,18,84,28,1,0,4
1,1,4567,4127,1637,4137,2819,3371,639,38,577,78,229,18,579,18,394,66,471,94,2,3,0
0,1,4781,3067,1584,2100,2810,1922,669,34,429,38,221,76,294,393,4,269,08,3,4,3
3,1,5372,2752,4019,3337,3400,4754,752,08,385,28,562,66,467,18,476,665,56,3,4,2
3,1,2369,2256,1344,1941,2150,2813,331,66,315,84,188,16,271,74,301,393,82,0,4,0
2,1,4377,3459,5332,3481,1577,2335,612,78,484,26,746,48,487,34,220,78,326,9,0,1,2
0,0,5490,1752,608,2288,3065,1108,768,6,245,28,85,12,320,32,429,1,155,12,4,2,2
1,1,2319,856,2843,1271,2842,3676,324,66,119,84,398,02,177,94,397,88,514,64,2,3,0
2,0,4433,1164,2107,3241,4610,3770,620,62,162,96,294,98,453,74,645,4,527,8,4,3,2
2,1,4271,1034,2595,943,5109,4161,597,94,144,76,363,3,132,02,715,26,582,54,2,1,0
2,0,2297,4550,3657,1983,3031,5126,321,58,637,511,98,277,62,424,34,717,64,3,2,4
2,1,3528,3483,2695,715,2430,5330,493,92,487,62,377,3,100,1,340,2,746,2,3,0,3
3,0,1750,2428,1546,3029,4038,3668,245,339,92,216,44,424,06,565,32,513,52,4,0,0
3,1,3212,1267,3191,4263,3278,5039,449,68,177,38,446,74,596,82,458,92,705,46,2,2,3
1,0,1925,4596,779,2428,3815,2125,269,5,643,44,109,06,339,92,534,1,297,5,0,1,1
1,0,1912,4482,2090,2480,911,2634,267,68,627,48,292,6,347,2,127,54,368,76,0,2,1
1,0,2510,2024,3001,1803,3834,2520,351,4,283,36,420,14,252,42,536,76,352,8,4,2,2
2,1,4102,1325,741,868,2140,5049,574,28,185,5,103,74,121,52,299,6,706,86,0,1,3
2,1,1598,654,4237,3161,5023,2483,223,72,91,56,593,18,442,54,703,22,347,62,0,0,4
2,0,2561,3363,1821,3118,649,1118,358,54,470,82,254,94,436,52,90,86,156,52,1,0,2
3,0,4556,5498,625,1659,3587,2241,637,84,769,72,87,5,232,26,502,18,313,74,4,2,1
0,1,1511,4354,2970,3164,1555,5023,211,54,609,56,415,8,442,96,217,7,703,22,2,3,1
2,1,4951,2721,4861,4276,2021,4925,693,14,380,94,680,54,598,64,282,94,689,5,2,0,2
2,0,1345,3106,792,5249,2207,4216,188,3,434,84,110,88,734,86,308,98,590,24,2,2,2
1,1,1681,4989,4132,2919,853,2342,235,34,698,46,578,48,408,66,119,42,327,88,0,2,0
0,0,4226,4980,1344,926,1335,2900,591,64,697,2,188,16,129,64,186,9,406,2,4,0
2,1,1632,4097,4942,2938,747,4775,228,48,573,58,691,88,411,32,104,58,668,5,2,2,2
1,0,5436,3668,2871,2059,3438,3595,761,04,513,52,401,94,288,26,481,32,503,3,0,1,0
3,1,5369,2258,3566,1449,3864,4596,751,66,316,12,499,24,202,86,540,96,643,44,4,1,1
2,0,3781,971,3460,1070,2767,5049,529,34,135,94,484,4,149,8,387,38,706,86,2,3,2
2,1,5344,2345,5317,2357,4523,5458,748,16,328,3,744,38,329,98,633,22,764,12,1,2,3
2,0,1285,1299,551,3917,4154,5438,179,9,181,86,77,14,548,38,581,56,761,32,3,4,1
0,0,4012,4452,3953,5152,4184,3559,561,68,623,28,553,42,721,28,585,76,498,26,2,4,3
1,1,2202,4155,3980,2662,4367,1353,308,28,581,7,557,2,372,68,611,38,189,42,3,3,1
3,1,3718,5321,2974,2735,4717,1641,520,52,744,94,416,36,382,9,660,38,229,74,0,4,1
